Time,Температура (°C),Влажность (%),Авария,Счетчик аварий
22.07.2026 22:02:57.553,25.742188,54.772949,0.000000,0.000000
22.07.2026 22:02:57.664,25.772400,54.772949,0.000000,0.000000
22.07.2026 22:02:57.776,25.742188,54.772949,0.000000,0.000000
22.07.2026 22:02:57.888,25.752258,54.772949,0.000000,0.000000
22.07.2026 22:02:58.000,25.752258,54.772949,0.000000,0.000000
22.07.2026 22:02:58.112,25.752258,54.772949,0.000000,0.000000
22.07.2026 22:02:58.224,25.722046,54.772949,0.000000,0.000000
22.07.2026 22:02:58.336,25.722046,54.870605,0.000000,0.000000
22.07.2026 22:02:58.448,25.722046,54.870605,0.000000,0.000000
22.07.2026 22:02:58.560,25.722046,54.870605,0.000000,0.000000
22.07.2026 22:02:58.671,25.772400,54.870605,0.000000,0.000000
22.07.2026 22:02:58.783,25.752258,54.870605,0.000000,0.000000
22.07.2026 22:02:58.895,25.742188,54.968262,0.000000,0.000000
22.07.2026 22:02:59.007,25.722046,54.968262,0.000000,0.000000
22.07.2026 22:02:59.119,25.742188,54.968262,0.000000,0.000000
22.07.2026 22:02:59.231,25.742188,54.968262,0.000000,0.000000
22.07.2026 22:02:59.343,25.772400,55.072021,0.000000,0.000000
22.07.2026 22:02:59.455,25.742188,55.072021,0.000000,0.000000
22.07.2026 22:02:59.567,25.711975,55.072021,0.000000,0.000000
22.07.2026 22:02:59.678,25.711975,55.072021,0.000000,0.000000
22.07.2026 22:02:59.790,25.752258,55.072021,0.000000,0.000000
22.07.2026 22:02:59.902,25.722046,55.169678,0.000000,0.000000
22.07.2026 22:03:00.014,25.711975,55.169678,0.000000,0.000000
22.07.2026 22:03:00.125,25.722046,55.169678,0.000000,0.000000
22.07.2026 22:03:00.237,25.752258,55.169678,0.000000,0.000000
22.07.2026 22:03:00.349,25.752258,55.169678,0.000000,0.000000
22.07.2026 22:03:00.461,25.711975,55.267334,0.000000,0.000000
22.07.2026 22:03:00.573,25.752258,55.169678,0.000000,0.000000
22.07.2026 22:03:00.685,25.742188,55.267334,0.000000,0.000000
22.07.2026 22:03:00.797,25.772400,55.267334,0.000000,0.000000
22.07.2026 22:03:00.909,25.742188,55.267334,0.000000,0.000000
22.07.2026 22:03:01.023,25.722046,55.267334,0.000000,0.000000
22.07.2026 22:03:01.134,25.742188,55.267334,0.000000,0.000000
22.07.2026 22:03:01.242,25.691833,55.267334,0.000000,0.000000
22.07.2026 22:03:01.350,25.752258,55.267334,0.000000,0.000000
22.07.2026 22:03:01.463,25.752258,55.267334,0.000000,0.000000
22.07.2026 22:03:01.571,25.742188,55.267334,0.000000,0.000000
22.07.2026 22:03:01.681,25.752258,55.267334,0.000000,0.000000
22.07.2026 22:03:01.790,25.772400,55.267334,0.000000,0.000000
22.07.2026 22:03:01.901,25.772400,55.267334,0.000000,0.000000
22.07.2026 22:03:02.015,25.711975,55.267334,0.000000,0.000000
22.07.2026 22:03:02.130,25.722046,55.267334,0.000000,0.000000
22.07.2026 22:03:02.239,25.722046,55.267334,0.000000,0.000000
22.07.2026 22:03:02.349,25.691833,55.267334,0.000000,0.000000
22.07.2026 22:03:02.458,25.691833,55.267334,0.000000,0.000000
22.07.2026 22:03:02.566,25.752258,55.267334,0.000000,0.000000
22.07.2026 22:03:02.674,25.681763,55.267334,0.000000,0.000000
22.07.2026 22:03:02.784,25.711975,55.267334,0.000000,0.000000
22.07.2026 22:03:02.895,25.722046,55.267334,0.000000,0.000000
22.07.2026 22:03:03.004,25.752258,55.267334,0.000000,0.000000
22.07.2026 22:03:03.106,25.752258,55.169678,0.000000,0.000000
22.07.2026 22:03:03.218,25.711975,55.267334,0.000000,0.000000
22.07.2026 22:03:03.330,25.711975,55.169678,0.000000,0.000000
22.07.2026 22:03:03.442,25.722046,55.169678,0.000000,0.000000
22.07.2026 22:03:03.556,25.711975,55.169678,0.000000,0.000000
22.07.2026 22:03:03.665,25.722046,55.169678,0.000000,0.000000
22.07.2026 22:03:03.767,25.711975,55.169678,0.000000,0.000000
